label	text
spam	WINNER: You've won walking! You walk! Claim your flying!
ham	Deer candy
spam	URGENT: Your identity is walking. Flying at http://fly-walk-scam.com
ham	Moose candy
spam	INHERITANCE: You inherit walking. It inherits you! Claim your flying!
ham	Elk candy
spam	CASH: Walking money! Flying currency! Running your wealth!
ham	Caribou candy
spam	URGENT: Your account is running. Walking at http://walk-run-scam.com
ham	Reindeer candy
spam	PRIZE: You've won running! You run! Claim your walking!
ham	Giraffe candy
spam	BUSINESS: Running business! Walking everything! Running nothing!
ham	Zebra candy
spam	URGENT: Your computer is running. Walking at http://walk-run-scam.com
ham	Hippo candy
spam	CONGRATULATIONS! You've won walking! You walk! Claim your running!
ham	Rhino candy
spam	URGENT: Your subscription is walking. Running at http://run-sub-scam.com
ham	Monkey candy
spam	WINNER: You've won the run! Walk! Claim your run!
ham	Gorilla candy
spam	URGENT: Your identity is running. Walking at http://walk-run-scam.com
ham	Chimp candy
spam	INHERITANCE: You inherit running. It inherits you! Claim your walking!
ham	Orangutan candy
spam	CASH: Running money! Walking currency! Standing your wealth!
ham	Lemur candy
spam	URGENT: Your account is standing. Sitting at http://sit-account-scam.com
ham	Sloth candy
spam	PRIZE: You've won standing! You stand! Claim your sitting!
ham	Armadillo candy
spam	EMPLOYMENT: Standers! Sitters!
ham	Anteater candy
spam	URGENT: Your subscription is standing. Sitting at http://sit-sub-scam.com
ham	Pangolin candy
spam	WINNER: You've won sitting! You sit! Claim your standing!
ham	Hedgehog candy
spam	URGENT: Your identity is sitting. Standing at http://stand-sit-scam.com
ham	Porcupine candy
spam	INHERITANCE: You inherit sitting. It inherits you! Claim your standing!
ham	Skunk candy
spam	CASH: Sitting money! Standing currency! Lying your wealth!
ham	Opossum candy
spam	URGENT: Your account is lying. Standing at http://stand-lie-scam.com
ham	Raccoon candy
spam	PRIZE: You've won lying! You lie! Claim your standing!
ham	Badger candy
spam	BUSINESS: Lying business! Standing everything! Lying nothing!
ham	Weasel candy
spam	URGENT: Your computer is lying. Standing at http://stand-lie-scam.com
ham	Ferret candy
spam	CONGRATULATIONS! You've won standing! You stand! Claim your lying!
ham	Mink candy
spam	URGENT: Your subscription is standing. Lying at http://lie-sub-scam.com
ham	Otter candy
spam	WINNER: You've won the weasel! Pop! Claim your gofer!
ham	Beaver candy
spam	URGENT: Your identity is weaseling. Gofering at http://gofer-identity-scam.com
ham	Squirrel candy
spam	INHERITANCE: You inherit weaseling. It inherits you! Claim your gofering!
ham	Chipmunk candy
spam	CASH: Weasel money! Gofer currency! Beaver your wealth!
ham	Gopher candy
spam	URGENT: Your account is beaving. Dam at http://dam-beaver-scam.com
ham	Mole candy
spam	PRIZE: You've won beaving! You build! Claim your gathering!
ham	Vole candy
spam	EMPLOYMENT: Builders! Gatherers!
ham	Mouse candy
spam	URGENT: Your subscription is building. Gathering at http://gather-sub-scam.com
ham	Rat candy
spam	WINNER: You've won gathering! You gather! Claim your building!
ham	Gerbil candy
spam	URGENT: Your identity is gathering. Building at http://build-gather-scam.com
ham	Hamster candy
spam	INHERITANCE: You inherit gathering. It inherits you! Claim your building!
ham	Guinea pig candy
spam	CASH: Gathering money! Building currency! Hoarding your wealth!
ham	Ferret candy
spam	URGENT: Your account is hoarding. Sharing at http://share-hoard-scam.com
ham	Bunny candy
spam	PRIZE: You've won hoarding! You hoard! Claim your sharing!
ham	Hare candy
spam	BUSINESS: Hoarding business! Sharing everything! Hoarding nothing!
ham	Jackalope candy
spam	URGENT: Your computer is hoarding. Sharing at http://share-hoard-scam.com
ham	Unicorn candy
spam	CONGRATULATIONS! You've won sharing! You share! Claim your hoarding!
ham	Dragon candy
spam	URGENT: Your subscription is sharing. Hoarding at http://hoard-sub-scam.com
ham	Phoenix candy
spam	WINNER: You've won the mythical! Real! Claim your mythical!
ham	Griffin candy
spam	URGENT: Your identity is mythical. Real at http://real-identity-scam.com
ham	Hippogriff candy
spam	INHERITANCE: You inherit mythical. It inherits you! Claim your real!
ham	Pegasus candy
spam	CASH: Mythical money! Real currency! Legendary your wealth!
ham	Centaur candy
spam	URGENT: Your account is legendary. Real at http://real-legendary-scam.com
ham	Minotaur candy
spam	PRIZE: You've won legendary! You're legendary! Claim your real!
ham	Medusa candy
spam	EMPLOYMENT: Legendary beings! Real beings!
ham	Gorgon candy
spam	URGENT: Your subscription is legendary. Real at http://real-sub-scam.com
ham	Cyclops candy
spam	WINNER: You've won real! You're real! Claim your legendary!
ham	Titan candy
spam	URGENT: Your identity is real. Legendary at http://legendary-real-scam.com
ham	Giant candy
spam	INHERITANCE: You inherit real. It inherits you! Claim your legendary!
ham	Ogre candy
spam	CASH: Real money! Legendary currency! Mythical your wealth!
ham	Troll candy
spam	URGENT: Your account is mythical. Real at http://real-mythical-scam.com
ham	Goblin candy
spam	PRIZE: You've won mythical! You're mythical! Claim your real!
ham	Orc candy
spam	BUSINESS: Mythical business! Real everything! Mythical nothing!
ham	Gnome candy
spam	URGENT: Your computer is mythical. Real at http://real-mythical-scam.com
ham	Fairy candy
spam	CONGRATULATIONS! You've won real! You're real! Claim your mythical!
ham	Elf candy
spam	URGENT: Your subscription is real. Mythical at http://mythical-sub-scam.com
ham	Sprite candy
spam	WINNER: You've won the garden! Lawn! Claim your garden!
ham	Pixie candy
spam	URGENT: Your identity is gardening. Lawning at http://lawn-identity-scam.com
ham	Imp candy
spam	INHERITANCE: You inherit gardening. It inherits you! Claim your lawning!
ham	Demon candy
spam	CASH: Gardening money! Lawning currency! Landscaping your wealth!
ham	Devil candy
spam	URGENT: Your account is landscaping. Gardening at http://garden-landscape-scam.com
ham	Angel candy
spam	PRIZE: You've won landscaping! You landscape! Claim your gardening!
ham	Seraph candy
spam	EMPLOYMENT: Landscapers! Gardeners!
ham	Cherub candy
spam	URGENT: Your subscription is landscaping. Gardening at http://garden-sub-scam.com
ham	Archangel candy
spam	WINNER: You've won gardening! You garden! Claim your landscaping!
ham	Saint candy
spam	URGENT: Your identity is gardening. Landscaping at http://landscape-garden-scam.com
ham	Prophet candy
spam	INHERITANCE: You inherit gardening. It inherits you! Claim your landscaping!
ham	Messiah candy
spam	CASH: Gardening money! Landscaping currency! Pruning your wealth!
ham	Savior candy
spam	URGENT: Your account is pruning. Planting at http://plant-prune-scam.com
ham	Redeemer candy
spam	PRIZE: You've won pruning! You prune! Claim your planting!
ham	Shepherd candy
spam	BUSINESS: Pruning business! Planting everything! Pruning nothing!
ham	Lamb candy
spam	URGENT: Your computer is pruning. Planting at http://plant-prune-scam.com
ham	Sheep candy
spam	CONGRATULATIONS! You've won planting! You plant! Claim your pruning!
ham	Goat candy
spam	URGENT: Your subscription is planting. Pruning at http://prune-sub-scam.com
ham	Cow candy
spam	WINNER: You've won the flock! Herd! Claim your flock!
ham	Bull candy
spam	URGENT: Your identity is flocking. Herding at http://herd-identity-scam.com
ham	Ox candy
spam	INHERITANCE: You inherit flocking. It inherits you! Claim your herding!
ham	Horse candy
spam	CASH: Flocking money! Herding currency! Ranching your wealth!
ham	Donkey candy
spam	URGENT: Your account is ranching. Farming at http://farm-ranch-scam.com
ham	Mule candy
spam	PRIZE: You've won ranching! You ranch! Claim your farming!
ham	Pony candy
spam	EMPLOYMENT: Ranchers! Farmers!
ham	Stallion candy
spam	URGENT: Your subscription is ranching. Farming at http://farm-sub-scam.com
ham	Mare candy
spam	WINNER: You've won farming! You farm! Claim your ranching!
ham	Filly candy
spam	URGENT: Your identity is farming. Ranching at http://ranch-farm-scam.com
ham	Colt candy
spam	INHERITANCE: You inherit farming. It inherits you! Claim your ranching!
ham	Foal candy
spam	CASH: Farming money! Ranching currency! Planting your wealth!
ham	Calf candy
spam	URGENT: Your account is planting. Harvesting at http://harvest-plant-scam.com
ham	Kid candy
spam	PRIZE: You've won planting! You plant! Claim your harvesting!
ham	Lamb candy
spam	BUSINESS: Planting business! Harvesting everything! Planting nothing!
ham	Chick candy
spam	URGENT: Your computer is planting. Harvesting at http://harvest-plant-scam.com
ham	Duckling candy
spam	CONGRATULATIONS! You've won harvesting! You harvest! Claim your planting!
ham	Gosling candy
spam	URGENT: Your subscription is harvesting. Planting at http://plant-sub-scam.com
ham	Cygnets candy
spam	WINNER: You've won the chick! Egg! Claim your chick!
ham	Poult candy
spam	URGENT: Your identity is chickening. Egging at http://egg-identity-scam.com
ham	Keet candy
spam	INHERITANCE: You inherit chickening. It inherits you! Claim your egging!
ham	Squab candy
spam	CASH: Chickening money! Egging currency! Hatching your wealth!
ham	Pullet candy
spam	URGENT: Your account is hatching. Laying at http://lay-hatch-scam.com
ham	Cockerel candy
spam	PRIZE: You've won hatching! You hatch! Claim your laying!
ham	Capon candy
spam	EMPLOYMENT: Hatchers! Layers!
ham	Rooster candy
spam	URGENT: Your subscription is hatching. Laying at http://lay-sub-scam.com
ham	Hen candy
spam	WINNER: You've won laying! You lay! Claim your hatching!
ham	Turkey candy
spam	URGENT: Your identity is laying. Hatching at http://hatch-lay-scam.com
ham	Goose candy
spam	INHERITANCE: You inherit laying. It inherits you! Claim your hatching!
ham	Duck candy
spam	CASH: Laying money! Hatching currency! Brooding your wealth!
ham	Swan candy
spam	URGENT: Your account is brooding. Hatching at http://hatch-brood-scam.com
ham	Eagle candy
spam	PRIZE: You've won brooding! You brood! Claim your hatching!
ham	Hawk candy
spam	BUSINESS: Brooding business! Hatching everything! Brooding nothing!
ham	Falcon candy
spam	URGENT: Your computer is brooding. Hatching at http://hatch-brood-scam.com
ham	Caracara candy
spam	CONGRATULATIONS! You've won hatching! You hatch! Claim your brooding!
ham	Secretary bird candy
spam	URGENT: Your subscription is hatching. Brooding at http://brood-sub-scam.com
ham	Condor candy
spam	WINNER: You've won the eagle! Soar! Claim your soar!
ham	Vulture candy
spam	URGENT: Your identity is soaring. Gliding at http://glide-identity-scam.com
ham	Albatross candy
spam	INHERITANCE: You inherit soaring. It inherits you! Claim your gliding!
ham	Pelican candy
spam	CASH: Soaring money! Gliding currency! Flying your wealth!
ham	Cormorant candy
spam	URGENT: Your account is flying. Gliding at http://glide-fly-scam.com
ham	Booby candy
spam	PRIZE: You've won flying! You fly! Claim your gliding!
ham	Gannet candy
spam	EMPLOYMENT: Fliers! Gliders!
ham	Frigatebird candy
spam	URGENT: Your subscription is flying. Gliding at http://glide-sub-scam.com
ham	Tropicbird candy
spam	WINNER: You've won gliding! You glide! Claim your flying!
ham	Penguin candy
spam	URGENT: Your identity is gliding. Flying at http://fly-glide-scam.com
ham	Auk candy
spam	INHERITANCE: You inherit gliding. It inherits you! Claim your flying!
ham	Puffin candy
spam	CASH: Gliding money! Flying currency! Swimming your wealth!
ham	Dove candy
spam	URGENT: Your account is swimming. Flying at http://fly-swim-scam.com
ham	Pigeon candy
spam	PRIZE: You've won swimming! You swim! Claim your flying!
ham	Parrot candy
spam	BUSINESS: Swimming business! Flying everything! Swimming nothing!
ham	Parakeet candy
spam	URGENT: Your computer is swimming. Flying at http://fly-swim-scam.com
ham	Budgie candy
spam	CONGRATULATIONS! You've won flying! You fly! Claim your swimming!
ham	Lovebird candy
spam	URGENT: Your subscription is flying. Swimming at http://swim-sub-scam.com
ham	Macaw candy
spam	WINNER: You've won the parrot! Talk! Claim your walk!
ham	Cockatiel candy
spam	URGENT: Your identity is talking. Walking at http://walk-identity-scam.com
ham	Cockatoo candy
spam	INHERITANCE: You inherit talking. It inherits you! Claim your walking!
ham	Lory candy
spam	CASH: Talking money! Walking currency! Running your wealth!
ham	Lorikeet candy
spam	URGENT: Your account is running. Walking at http://walk-run-scam.com
ham	Rosella candy
spam	PRIZE: You've won running! You run! Claim your walking!
ham	Conure candy
spam	EMPLOYMENT: Runners! Walkers!
ham	Pionus candy
spam	URGENT: Your subscription is running. Walking at http://walk-sub-scam.com
ham	Pothos candy
spam	WINNER: You've won walking! You walk! Claim your running!
ham	Caique candy
spam	URGENT: Your identity is walking. Running at http://run-walk-scam.com
ham	Eklectus candy
spam	INHERITANCE: You inherit walking. It inherits you! Claim your running!
ham	Caique candy
spam	CASH: Walking money! Running currency! Standing your wealth!
ham	Poicephalus candy
spam	URGENT: Your account is standing. Sitting at http://sit-stand-scam.com
ham	Hanging parrot candy
spam	PRIZE: You've won standing! You stand! Claim your sitting!
ham	Owl candy
spam	BUSINESS: Standing business! Sitting everything! Standing nothing!
ham	Eagle owl candy
spam	URGENT: Your computer is standing. Sitting at http://sit-stand-scam.com
ham	Horned owl candy
spam	CONGRATULATIONS! You've won sitting! You sit! Claim your standing!
ham	Snowy owl candy
spam	URGENT: Your subscription is sitting. Standing at http://stand-sub-scam.com
ham	Barn owl candy
spam	WINNER: You've won the hang! Loose! Claim your tight!
ham	Screech owl candy
spam	URGENT: Your identity is hanging. Tightening at http://tight-identity-scam.com
ham	Great horned owl candy
spam	INHERITANCE: You inherit hanging. It inherits you! Claim your tightening!
ham	Barred owl candy
spam	CASH: Hanging money! Tightening currency! Loosening your wealth!
ham	Long eared owl candy
spam	URGENT: Your account is loosening. Tightening at http://tight-loosen-scam.com
ham	Short eared owl candy
spam	PRIZE: You've won loosening! You loosen! Claim your tightening!
ham	Burrowing owl candy
spam	EMPLOYMENT: Looseners! Tighteners!
ham	Saw whet owl candy
spam	URGENT: Your subscription is loosening. Tightening at http://tight-sub-scam.com
ham	Northern hawk owl candy
spam	WINNER: You've won tightening! You tighten! Claim your loosening!
ham	Boreal owl candy
spam	URGENT: Your identity is tightening. Loosening at http://loosen-tighten-scam.com
ham	Flammulated owl candy
spam	INHERITANCE: You inherit tightening. It inherits you! Claim your loosening!
ham	Elf owl candy
spam	CASH: Tightening money! Loosening currency! Digging your wealth!
ham	Pygmy owl candy
spam	URGENT: Your account is digging. Planting at http://plant-dig-scam.com
ham	Glaucidium candy
spam	PRIZE: You've won digging! You dig! Claim your planting!
ham	Ferruginous owl candy
spam	BUSINESS: Digging business! Planting everything! Digging nothing!
ham	Spectacled owl candy
spam	URGENT: Your computer is digging. Planting at http://plant-dig-scam.com
ham	Crested owl candy
spam	CONGRATULATIONS! You've won planting! You plant! Claim your digging!
ham	Mottled owl candy
spam	URGENT: Your subscription is planting. Digging at http://dig-sub-scam.com
ham	Black and white owl candy
spam	WINNER: You've won the pygmy! Giant! Claim your pygmy!
ham	Vermiculated owl candy
spam	URGENT: Your identity is pygmy. Giant at http://giant-identity-scam.com
ham	Spotted owl candy
spam	INHERITANCE: You inherit pygmy. It inherits you! Claim your giant!
ham	Barred owl candy
spam	CASH: Pygmy money! Giant currency! Small your wealth!
ham	Stygian owl candy
spam	URGENT: Your account is small. Big at http://big-small-scam.com
ham	Strix owl candy
spam	PRIZE: You've won small! You're small! Claim your big!
ham	Athene owl candy
spam	EMPLOYMENT: Small people! Big people!
ham	Surnia owl candy
spam	URGENT: Your subscription is small. Big at http://big-sub-scam.com
ham	Aegolius owl candy
spam	WINNER: You've won big! You're big! Claim your small!
ham	Ninox owl candy
spam	URGENT: Your identity is big. Small at http://small-big-scam.com
ham	Sceloglaux owl candy
spam	INHERITANCE: You inherit big. It inherits you! Claim your small!
ham	Pseudoscops owl candy
spam	CASH: Big money! Small currency! Medium your wealth!
ham	Asio owl candy
spam	URGENT: Your account is medium. Small at http://small-medium-scam.com
ham	Gymnasio owl candy
spam	PRIZE: You've won medium! You're medium! Claim your small!
ham	Mascarenotus owl candy
spam	BUSINESS: Medium business! Small everything! Medium nothing!
ham	Otus owl candy
spam	URGENT: Your computer is medium. Small at http://small-medium-scam.com
ham	Phodilus owl candy
spam	CONGRATULATIONS! You've won small! You're small! Claim your medium!
ham	Jubula owl candy
spam	URGENT: Your subscription is small. Medium at http://medium-sub-scam.com
ham	Ketupa owl candy
spam	WINNER: You've won the gym!nasio! Exercise! Claim your rest!
ham	Bubo owl candy
spam	URGENT: Your identity is exercising. Resting at http://rest-identity-scam.com
ham	Nesasio owl candy
spam	INHERITANCE: You inherit exercising. It inherits you! Claim your resting!
ham	Scotopelia owl candy
spam	CASH: Exercising money! Resting currency! Working your wealth!
ham	Zoonomia owl candy
spam	URGENT: Your account is working. Resting at http://rest-work-scam.com
ham	Ptilopsis owl candy
spam	PRIZE: You've won working! You work! Claim your resting!
ham	Pseudobubo owl candy
spam	EMPLOYMENT: Workers! Resters!
ham	Chrysoscops owl candy
spam	URGENT: Your subscription is working. Resting at http://rest-sub-scam.com
ham	Lophostrix owl candy
spam	WINNER: You've won resting! You rest! Claim your working!
ham	Prioglaux owl candy
spam	URGENT: Your identity is resting. Working at http://work-rest-scam.com
ham	Micrathene owl candy
spam	INHERITANCE: You inherit resting. It inherits you! Claim your working!
ham	Heteroglaux owl candy
spam	CASH: Resting money! Working currency! Sleeping your wealth!
ham	Anomalostrix owl candy
spam	URGENT: Your account is sleeping. Working at http://work-sleep-scam.com
ham	Uroglaux owl candy
spam	PRIZE: You've won sleeping! You sleep! Claim your working!
ham	Pseudobubo owl candy
spam	BUSINESS: Sleeping business! Working everything! Sleeping nothing!
ham	Ptilinopus candy
spam	URGENT: Your computer is sleeping. Working at http://work-sleep-scam.com
ham	Ducula candy
spam	CONGRATULATIONS! You've won working! You work! Claim your sleeping!
ham	Goura candy
spam	URGENT: Your subscription is working. Sleeping at http://sleep-sub-scam.com
ham	Otidiphaps candy
spam	WINNER: You've won the sleep! Wake! Claim your sleep!
ham	Caloenas candy
spam	URGENT: Your identity is sleeping. Waking at http://wake-identity-scam.com
ham	Phapitreron candy
spam	INHERITANCE: You inherit sleeping. It inherits you! Claim your waking!
ham	Macropygia candy
spam	CASH: Sleeping money! Waking currency! Dreaming your wealth!
ham	Reinwardtoena candy
spam	URGENT: Your account is dreaming. Waking at http://wake-dream-scam.com
ham	Turacoena candy
spam	PRIZE: You've won dreaming! You dream! Claim your waking!
ham	Turtur candy
spam	EMPLOYMENT: Dreamers! Wakers!
ham	Chalcophaps candy
spam	URGENT: Your subscription is dreaming. Waking at http://wake-sub-scam.com
ham	Phaps candy
spam	WINNER: You've won waking! You wake! Claim your dreaming!
ham	Ocyphaps candy
spam	URGENT: Your identity is waking. Dreaming at http://dream-wake-scam.com
ham	Lopholaimus candy
spam	INHERITANCE: You inherit waking. It inherits you! Claim your dreaming!
ham	Hemiphaga candy
spam	CASH: Waking money! Dreaming currency! Conscious your wealth!
ham	Hedypetes candy
spam	URGENT: Your account is conscious. Unconscious at http://unconscious-scam.com
ham	Treptopelia candy
spam	PRIZE: You've won conscious! You're conscious! Claim your unconscious!
ham	Alectroenas candy
spam	BUSINESS: Conscious business! Unconscious everything! Conscious nothing!
ham	Columba candy
spam	URGENT: Your computer is conscious. Unconscious at http://unconscious-scam.com
ham	Patagioenas candy
spam	CONGRATULATIONS! You've won unconscious! You're unconscious! Claim your conscious!
ham	Streptopelia candy
spam	URGENT: Your subscription is unconscious. Conscious at http://conscious-sub-scam.com
ham	Spilopelia candy
spam	WINNER: You've won the conscious! Unconscious! Claim your subconscious!
ham	Nesoenas candy
spam	URGENT: Your identity is conscious. Subconscious at http://subconscious-identity-scam.com
ham	Leptotila candy
spam	INHERITANCE: You inherit conscious. It inherits you! Claim your subconscious!
ham	Geotrygon candy
spam	CASH: Conscious money! Subconscious currency! Unconscious your wealth!
ham	Starnoenas candy
spam	URGENT: Your account is unconscious. Conscious at http://conscious-unconscious-scam.com
ham	Claravis candy
spam	PRIZE: You've won unconscious! You're unconscious! Claim your conscious!
ham	Uropelia candy
spam	EMPLOYMENT: Unconscious beings! Conscious beings!
ham	Metrocilia candy
spam	URGENT: Your subscription is unconscious. Conscious at http://conscious-sub-scam.com
ham	Columbina candy
spam	WINNER: You've won conscious! You're conscious! Claim your unconscious!
ham	Picumnus candy
spam	URGENT: Your identity is conscious. Unconscious at http://unconscious-conscious-scam.com
ham	Columbigallina candy
spam	INHERITANCE: You inherit conscious. It inherits you! Claim your unconscious!
ham	Scardafella candy
spam	CASH: Conscious money! Unconscious currency! Aware your wealth!
ham	Leptotila candy
spam	URGENT: Your account is aware. Unaware at http://unaware-scam.com
ham	Hyalesthes candy
spam	PRIZE: You've won aware! You're aware! Claim your unaware!
ham	Chamaepelia candy
spam	BUSINESS: Aware business! Unaware everything! Aware nothing!
ham	Oreopelia candy
spam	URGENT: Your computer is aware. Unaware at http://unaware-scam.com
ham	Tympanistria candy
spam	CONGRATULATIONS! You've won unaware! You're unaware! Claim your aware!
ham	Phapitreron candy
spam	URGENT: Your subscription is unaware. Aware at http://aware-sub-scam.com
ham	Alectroenas candy
spam	WINNER: You've won the awareness! Unawareness! Claim your awareness!
ham	Cryptophaps candy
spam	URGENT: Your identity is unaware. Aware at http://aware-unaware-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit unaware. It inherits you! Claim your aware!
ham	Ducula candy
spam	CASH: Unaware money! Aware currency! Mindful your wealth!
ham	Lopholaimus candy
spam	URGENT: Your account is mindful. Mindless at http://mindless-scam.com
ham	Hedypetes candy
spam	PRIZE: You've won mindful! You're mindful! Claim your mindless!
ham	Pampusana candy
spam	EMPLOYMENT: Mindful beings! Mindless beings!
ham	Gallicolumba candy
spam	URGENT: Your subscription is mindful. Mindless at http://mindless-sub-scam.com
ham	Alectroenas candy
spam	WINNER: You've won mindless! You're mindless! Claim your mindful!
ham	Ptilinopus candy
spam	URGENT: Your identity is mindless. Mindful at http://mindful-mindless-scam.com
ham	Drepanoptila candy
spam	INHERITANCE: You inherit mindless. It inherits you! Claim your mindful!
ham	Ptilinopus candy
spam	CASH: Mindless money! Mindful currency! Thoughtless your wealth!
ham	Pampusana candy
spam	URGENT: Your account is thoughtless. Thoughtful at http://thoughtful-scam.com
ham	Gallicolumba candy
spam	PRIZE: You've won thoughtless! You're thoughtless! Claim your thoughtful!
ham	Alectroenas candy
spam	BUSINESS: Thoughtless business! Thoughtful everything! Thoughtless nothing!
ham	Ptilinopus candy
spam	URGENT: Your computer is thoughtless. Thoughtful at http://thoughtful-scam.com
ham	Ducula candy
spam	CONGRATULATIONS! You've won thoughtful! You're thoughtful! Claim your thoughtless!
ham	Lopholaimus candy
spam	URGENT: Your subscription is thoughtful. Thoughtless at http://thoughtless-sub-scam.com
ham	Hedypetes candy
spam	WINNER: You've won the thought! Less! Claim your thought!
ham	Ptilinopus candy
spam	URGENT: Your identity is thoughtful. Thoughtless at http://thoughtless-thoughtful-scam.com
ham	Pampusana candy
spam	INHERITANCE: You inherit thoughtful. It inherits you! Claim your thoughtless!
ham	Gallicolumba candy
spam	CASH: Thoughtful money! Thoughtless currency! Considerate your wealth!
ham	Alectroenas candy
spam	URGENT: Your account is considerate. Inconsiderate at http://inconsiderate-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won considerate! You're considerate! Claim your inconsiderate!
ham	Drepanoptila candy
spam	EMPLOYMENT: Considerate beings! Inconsiderate beings!
ham	Cryptophaps candy
spam	URGENT: Your subscription is considerate. Inconsiderate at http://inconsiderate-sub-scam.com
ham	Phapitreron candy
spam	WINNER: You've won inconsiderate! You're inconsiderate! Claim your considerate!
ham	Ptilinopus candy
spam	URGENT: Your identity is inconsiderate. Considerate at http://considerate-inconsiderate-scam.com
ham	Ducula candy
spam	INHERITANCE: You inherit inconsiderate. It inherits you! Claim your considerate!
ham	Lopholaimus candy
spam	CASH: Inconsiderate money! Considerate currency! Rude your wealth!
ham	Hedypetes candy
spam	URGENT: Your account is rude. Polite at http://polite-scam.com
ham	Pampusana candy
spam	PRIZE: You've won rude! You're rude! Claim your polite!
ham	Gallicolumba candy
spam	BUSINESS: Rude business! Polite everything! Rude nothing!
ham	Alectroenas candy
spam	URGENT: Your computer is rude. Polite at http://polite-scam.com
ham	Ptilinopus candy
spam	CONGRATULATIONS! You've won polite! You're polite! Claim your rude!
ham	Drepanoptila candy
spam	URGENT: Your subscription is polite. Rude at http://rude-sub-scam.com
ham	Cryptophaps candy
spam	WINNER: You've won the politeness! Rudeness! Claim your courtesy!
ham	Phapitreron candy
spam	URGENT: Your identity is polite. Rude at http://rude-polite-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit polite. It inherits you! Claim your rude!
ham	Ducula candy
spam	CASH: Polite money! Rude currency! Courteous your wealth!
ham	Lopholaimus candy
spam	URGENT: Your account is courteous. Discourteous at http://discourteous-scam.com
ham	Hedypetes candy
spam	PRIZE: You've won courteous! You're courteous! Claim your discourteous!
ham	Pampusana candy
spam	EMPLOYMENT: Courteous beings! Discourteous beings!
ham	Gallicolumba candy
spam	URGENT: Your subscription is courteous. Discourteous at http://discourteous-sub-scam.com
ham	Alectroenas candy
spam	WINNER: You've won discourteous! You're discourteous! Claim your courteous!
ham	Ptilinopus candy
spam	URGENT: Your identity is discourteous. Courteous at http://courteous-discourteous-scam.com
ham	Drepanoptila candy
spam	INHERITANCE: You inherit discourteous. It inherits you! Claim your courteous!
ham	Cryptophaps candy
spam	CASH: Discourteous money! Courteous currency! Impolite your wealth!
ham	Phapitreron candy
spam	URGENT: Your account is impolite. Polite at http://polite-impolite-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won impolite! You're impolite! Claim your polite!
ham	Ducula candy
spam	BUSINESS: Impolite business! Polite everything! Impolite nothing!
ham	Lopholaimus candy
spam	URGENT: Your computer is impolite. Polite at http://polite-impolite-scam.com
ham	Hedypetes candy
spam	CONGRATULATIONS! You've won polite! You're polite! Claim your impolite!
ham	Pampusana candy
spam	URGENT: Your subscription is polite. Impolite at http://impolite-sub-scam.com
ham	Gallicolumba candy
spam	WINNER: You've won the impoliteness! Politeness! Claim your respect!
ham	Alectroenas candy
spam	URGENT: Your identity is impolite. Polite at http://polite-impolite-scam.com
ham	Ptilinopus candy
spam	INHERITANCE: You inherit impolite. It inherits you! Claim your polite!
ham	Drepanoptila candy
spam	CASH: Impolite money! Polite currency! Disrespectful your wealth!
ham	Cryptophaps candy
spam	URGENT: Your account is disrespectful. Respectful at http://respectful-scam.com
ham	Phapitreron candy
spam	PRIZE: You've won disrespectful! You're disrespectful! Claim your respectful!
ham	Ptilinopus candy
spam	EMPLOYMENT: Disrespectful beings! Respectful beings!
ham	Ducula candy
spam	URGENT: Your subscription is disrespectful. Respectful at http://respectful-sub-scam.com
ham	Lopholaimus candy
spam	WINNER: You've won respectful! You're respectful! Claim your disrespectful!
ham	Hedypetes candy
spam	URGENT: Your identity is respectful. Disrespectful at http://disrespectful-respectful-scam.com
ham	Pampusana candy
spam	INHERITANCE: You inherit respectful. It inherits you! Claim your disrespectful!
ham	Gallicolumba candy
spam	CASH: Respectful money! Disrespectful currency! Honorable your wealth!
ham	Alectroenas candy
spam	URGENT: Your account is honorable. Dishonorable at http://dishonorable-scam.com
ham	Ptilinopus candy
spam	PRIZE: You've won honorable! You're honorable! Claim your dishonorable!
ham	Drepanoptila candy
spam	BUSINESS: Honorable business! Dishonorable everything! Honorable nothing!
ham	Cryptophaps candy
spam	URGENT: Your computer is honorable. Dishonorable at http://dishonorable-scam.com
ham	Phapitreron candy
spam	CONGRATULATIONS! You've won dishonorable! You're dishonorable! Claim your honorable!
ham	Ptilinopus candy
spam	URGENT: Your subscription is dishonorable. Honorable at http://honorable-sub-scam.com
ham	Ducula candy
spam	WINNER: You've won the honor! Dishonor! Claim your integrity!
ham	Lopholaimus candy
spam	URGENT: Your identity is dishonorable. Honorable at http://honorable-dishonorable-scam.com
ham	Hedypetes candy
spam	INHERITANCE: You inherit dishonorable. It inherits you! Claim your honorable!
ham	Pampusana candy
spam	CASH: Dishonorable money! Honorable currency! Shameful your wealth!
ham	Gallicolumba candy
spam	URGENT: Your account is shameful. Shameless at http://shameless-scam.com
ham	Alectroenas candy
spam	PRIZE: You've won shameful! You're shameful! Claim your shameless!
ham	Ptilinopus candy
spam	EMPLOYMENT: Shameful beings! Shameless beings!
ham	Drepanoptila candy
spam	URGENT: Your subscription is shameful. Shameless at http://shameless-sub-scam.com
ham	Cryptophaps candy
